SKIP,
(2380.37605676260+0.00000000000000j),
(-1888.59216306790-6.07385679798978e-13j),
(1547.22801599562+9.46300239065212e-13j),
(-1114.97815507009-1.01654428541176e-12j),
(710.994399693056+7.75438262650587e-13j),
(-403.983755377031-7.13282549596586e-13j),
(206.014705471767+3.86395086206477e-13j),
(-94.9616971693814-2.35611194351378e-13j),
(39.8317354253494+7.05784520719316e-14j),
(-15.2982263186827-5.09703923349539e-14j),
(5.41072620831335+9.86648643625894e-15j),
(-1.77141079789928-4.70006073083006e-14j),
(0.539346514090268-7.23204766967386e-15j),
(-0.153371255628497+6.48449449254437e-15j),
(0.0408899332977278-3.99110240319331e-14j),
(-0.0102564890865298-5.72629451213875e-14j),
(0.00242809922368365+4.12358164123448e-14j),
(-0.000544092191847587-4.39089840575694e-15j),
(0.000115707408240519-1.24858512632348e-14j),
(-2.34088543891176e-05-1.82981097267439e-14j),
(4.51534916212514e-06+2.29939423733736e-14j),
(-8.32108679740481e-07-2.21553903858177e-14j),
(1.46778868109244e-07+6.25164299512508e-14j),
(-2.48255813345769e-08-2.44251617342977e-14j),
(4.03274848931323e-09-1.50412155902379e-14j),
(-6.30239749277450e-10+1.56512926299158e-14j),
(9.50012291056623e-11-1.55724103066267e-14j),
(-1.39170897028862e-11+7.17706273198623e-16j),
(2.03836947321179e-12-2.35239193239358e-14j),
(-3.28227028889572e-13+3.77403961160020e-14j),
(6.76212558170519e-14-8.24568875595966e-14j),
(-2.31299354669368e-14+9.33010247354260e-14j),
(-1.68191198815504e-14-1.34852779551601e-13j),
(2.35619358225636e-14+9.49740735575874e-14j),
(-4.65285768897969e-14-1.34538432318191e-13j),
(4.20441100283577e-14+1.10326965778755e-13j),
(-1.01313056014506e-14-6.88638997070842e-14j),
(-9.56271717026045e-14+4.64641943341878e-14j),
(8.52651282912120e-14-2.12442592449327e-14j),
(-1.88589922601436e-13+7.36112186410411e-14j),
(1.23818143323067e-13-6.11493849810717e-14j),
(-9.88875288891657e-14+7.66390798399247e-14j),
(7.49502863202009e-14-6.82819549748278e-14j),
(-5.19836452529676e-14+7.48511848626108e-14j),
(5.94516840271564e-14-7.00730378387229e-14j),
(-7.98987612182778e-14+7.07353363608313e-14j),
(9.22508597289706e-14-6.87095137719275e-14j),
(-8.83286499497871e-14+6.51264453908553e-14j),
(7.01036451111747e-14-6.01881445066062e-14j),
(-4.57498622319363e-14+2.26860197466621e-14j),
(4.17253037676701e-14+1.70344201752215e-14j),
(-5.31549630700123e-14-6.77042955681988e-14j),
(9.46377308116975e-14+1.16846005786657e-13j),
(-1.26420250136372e-13-1.98990728200605e-13j),
(1.02104756534481e-13+1.82029637766124e-13j),
(-6.77606630406099e-14-1.63028576663802e-13j),
(1.05349346308609e-13+6.92662343333299e-14j),
(-5.68434188608080e-14-1.69171946317165e-14j),
(8.33749141300748e-15-1.37872923602702e-13j),
(6.77606630406099e-14+2.02052704889736e-13j),
(-7.36830471040773e-14-1.74097572274116e-13j),
(4.11551218451600e-14+1.66456841559142e-13j),
(-2.35834572356874e-14-1.03163553799729e-13j),
(1.76278262820073e-14+2.08303066492014e-14j),
(9.07260377935870e-16+1.82128750397097e-14j),
(4.00547650603045e-15-5.03165501912678e-14j),
(-1.05956909912663e-14+4.15382085658119e-14j),
(2.06917816214514e-14-5.93396580638808e-14j),
(-1.46375966902923e-14+5.26845218208906e-14j),
(1.68485017604247e-14-5.87212241383089e-14j),
(5.67840045817558e-15+4.45984272326881e-14j),
(-2.68659877331046e-15-6.29758785434084e-14j),
(3.53456548968581e-14+1.54832928229375e-14j),
(-1.79592702742679e-14-1.72031311862790e-14j),
(2.08070831343634e-14-1.84582477835483e-14j),
(-2.22291307506084e-14-2.65156083539883e-14j),
(8.52651282912120e-14+8.53112898405194e-14j),
(-3.46142881101996e-14-8.59037044449839e-14j),
(3.60363357264446e-14+6.12305603505616e-14j),
(-1.04624391561361e-14-9.85502378928352e-14j),
(3.57086186791519e-14+5.67373904667423e-14j),
(2.68659877331046e-15-3.80684518896977e-14j),
(-2.69946825309786e-14+3.72768160234287e-15j),
(1.15732076699793e-14-4.88638266989616e-14j),
(-1.28959343204116e-14+3.30325632539021e-14j),
(1.66117120059539e-14-2.78464767512408e-14j),
(-1.65145674912992e-14+2.28091954892170e-14j),
(2.66765776135713e-14-5.59625415568237e-15j),
(-2.43069453453870e-14-2.20215454799843e-14j),
(-2.35172124829486e-14+2.09211266618457e-14j),
(4.26360335925580e-14-3.45295161022166e-14j),
(-2.78006513209500e-14+4.88064188650090e-14j),
(2.99905703027813e-14-6.97423356159069e-14j),
(-5.08004232348822e-14+5.86729345546979e-14j),
(4.41998190435153e-14-8.35978906216583e-14j),
(-2.84217094304040e-14+6.59279496240644e-14j),
(1.26435998172927e-14-6.65584480025326e-14j),
(-6.04299562592583e-15+5.19629713131279e-14j),
(-5.84122797331853e-14-1.92517348520397e-14j),
(2.78006513209500e-14+2.18978103785942e-14j),
(-7.10889680455296e-15-1.38102533189341e-14j),
(-2.26680653414579e-14-1.11459365573424e-14j),
(6.33867958121925e-14+3.93152298404563e-15j),
(-9.24017806713806e-14+1.58899729408907e-14j),
(1.13326015238613e-13-3.08970282898874e-14j),
(-1.13561937631346e-13+3.15441439554882e-14j),
(1.20372461998031e-13-3.13777495332865e-14j),
(-1.05021893959112e-13+3.88200697000495e-14j),
(8.69655909785383e-14-4.97218165517043e-14j),
(-1.34130120205134e-13+5.27984375925784e-14j),
(1.26754482561095e-13-7.00956506483852e-14j),
(-7.82175227907224e-14+2.58416331843619e-14j),
(5.72406400436206e-15+6.27724054375666e-14j),
(-2.06227190018552e-14-2.37726513479453e-14j),
(-8.52651282912120e-14+1.65625630221990e-13j),
(7.74661378626632e-14-8.64818275942429e-14j),
(-2.04676030017190e-13+1.69661942670343e-13j),
(7.82175227907224e-14-6.92019634426986e-14j),
(-9.83327731306910e-14+2.50979225127277e-14j),
(7.01812739867247e-14-2.81755777154692e-14j),
(-4.07803131541318e-14+2.42335556486462e-14j),
(3.92966909013026e-14-1.37302814196245e-14j),
(-3.68836905462189e-14+1.15718858059791e-14j),
(4.60603777341362e-14-3.28977842766004e-14j),
(-4.88498130835069e-14+3.30841985318841e-14j),
(4.59285387499619e-14-4.07927428338089e-14j),
(-4.29829782877533e-14+3.51888712868056e-14j),
(4.43889716650325e-14-9.85620897510010e-15j),
(-3.01765990667890e-14-3.32045974384428e-14j),
(6.05905028840809e-14+7.04520161200020e-14j),
(-4.88327436755538e-14-7.78910932956258e-14j),
(1.17380992350081e-13+1.03117465597554e-13j),
(-1.19789433762084e-13-1.09395131844711e-13j),
(8.52651282912120e-14+1.55291475269868e-13j),
(-1.07584241681148e-13-1.03166323737678e-13j),
(8.15709736627472e-14+3.71192105701129e-14j),
(-2.22215299004562e-14-7.79063536547217e-14j),
(3.88854801223332e-14+6.93425558983390e-15j),
(8.86031699398604e-15+4.09392916646678e-14j),
(-1.24145485558280e-14-4.41982260003533e-14j),
(1.45612688573493e-14+8.04223099034627e-14j),
(6.91807722219551e-15-7.81520424885673e-14j),
(-1.46549439250521e-14+8.32051195796891e-14j),
(5.22221155208058e-14-8.71576104146629e-14j),
(-6.25922924601952e-14+8.91530934977410e-14j),
(6.65648092201820e-14-8.63949565304821e-14j),
(-4.48452039392144e-14+6.41428087292571e-14j),
(3.53470508071552e-14-4.56904389689211e-14j),
(2.67011890028868e-15+4.27813746276491e-14j),
(1.21507215096808e-14+3.71742088383786e-15j),
(-1.61506990778177e-14-2.13656009617208e-14j),
(6.59879869828819e-14-1.31469284067092e-14j),
(7.10542735760100e-14+3.62974267368373e-14j),
(3.34879960235321e-14-4.10357423656166e-14j),
(4.45724085082217e-14-1.28147053621110e-14j),
(-4.76778582976858e-14+8.52355495956614e-15j),
(8.25950093909234e-14-3.27605050918176e-15j),
(-4.95579055223572e-14+1.24111005999876e-14j),
(3.06343492240124e-14-1.05149447490714e-15j),
(-3.28140292715773e-14-1.08214266742056e-15j),
(4.74932593252930e-14+5.65323242932963e-15j),
(-5.04457586814056e-14+1.83669525230393e-14j),
(4.53803661315533e-14-4.51102248301357e-14j),
(-1.95676808090184e-14+5.42005792271680e-14j),
(-1.10814135645398e-14-4.47676047643943e-14j),
(4.87960366557516e-14+4.72954485308672e-14j),
(-5.78099850975788e-14-3.52323359893078e-14j),
(9.66985823011579e-14+4.73373088634926e-14j),
(-1.60644961959625e-13-6.07616553764206e-14j),
(5.98247241133908e-14+6.14926037300290e-14j),
(-8.06668286719913e-14-7.53574791325484e-14j),
(1.27897692436818e-13+3.98271744697231e-14j),
(-6.85471458376297e-14-3.38534487502634e-14j),
(3.60985452142228e-14-4.81454478098010e-15j),
(-1.16466704986815e-13+1.05605962785249e-14j),
(5.42917490478634e-14-2.70932099067639e-14j),
(-3.01196784527336e-14+4.77210953760741e-14j),
(4.26863405733613e-14-5.08672919546096e-14j),
(-4.08770239879175e-14+4.82083244573014e-14j),
(5.85365089733614e-14-4.72326988637894e-14j),
(-1.04083408558608e-14+3.85623403194437e-14j),
(-1.04083408558608e-14-3.85623403194437e-14j),
(5.85365089733614e-14+4.72326988637894e-14j),
(-4.08770239879175e-14-4.82083244573014e-14j),
(4.26863405733613e-14+5.08672919546096e-14j),
(-3.01196784527336e-14-4.77210953760741e-14j),
(5.42917490478634e-14+2.70932099067639e-14j),
(-1.16466704986815e-13-1.05605962785249e-14j),
(3.60985452142228e-14+4.81454478098010e-15j),
(-6.85471458376297e-14+3.38534487502634e-14j),
(1.27897692436818e-13-3.98271744697231e-14j),
(-8.06668286719913e-14+7.53574791325484e-14j),
(5.98247241133908e-14-6.14926037300290e-14j),
(-1.60644961959625e-13+6.07616553764206e-14j),
(9.66985823011579e-14-4.73373088634926e-14j),
(-5.78099850975788e-14+3.52323359893078e-14j),
(4.87960366557516e-14-4.72954485308672e-14j),
(-1.10814135645398e-14+4.47676047643943e-14j),
(-1.95676808090184e-14-5.42005792271680e-14j),
(4.53803661315533e-14+4.51102248301357e-14j),
(-5.04457586814056e-14-1.83669525230393e-14j),
(4.74932593252930e-14-5.65323242932963e-15j),
(-3.28140292715773e-14+1.08214266742056e-15j),
(3.06343492240124e-14+1.05149447490714e-15j),
(-4.95579055223572e-14-1.24111005999876e-14j),
(8.25950093909234e-14+3.27605050918176e-15j),
(-4.76778582976858e-14-8.52355495956614e-15j),
(4.45724085082217e-14+1.28147053621110e-14j),
(3.34879960235321e-14+4.10357423656166e-14j),
(7.10542735760100e-14-3.62974267368373e-14j),
(6.59879869828819e-14+1.31469284067092e-14j),
(-1.61506990778177e-14+2.13656009617208e-14j),
(1.21507215096808e-14-3.71742088383786e-15j),
(2.67011890028868e-15-4.27813746276491e-14j),
(3.53470508071552e-14+4.56904389689211e-14j),
(-4.48452039392144e-14-6.41428087292571e-14j),
(6.65648092201820e-14+8.63949565304821e-14j),
(-6.25922924601952e-14-8.91530934977410e-14j),
(5.22221155208058e-14+8.71576104146629e-14j),
(-1.46549439250521e-14-8.32051195796891e-14j),
(6.91807722219551e-15+7.81520424885673e-14j),
(1.45612688573493e-14-8.04223099034627e-14j),
(-1.24145485558280e-14+4.41982260003533e-14j),
(8.86031699398604e-15-4.09392916646678e-14j),
(3.88854801223332e-14-6.93425558983390e-15j),
(-2.22215299004562e-14+7.79063536547217e-14j),
(8.15709736627472e-14-3.71192105701129e-14j),
(-1.07584241681148e-13+1.03166323737678e-13j),
(8.52651282912120e-14-1.55291475269868e-13j),
(-1.19789433762084e-13+1.09395131844711e-13j),
(1.17380992350081e-13-1.03117465597554e-13j),
(-4.88327436755538e-14+7.78910932956258e-14j),
(6.05905028840809e-14-7.04520161200020e-14j),
(-3.01765990667890e-14+3.32045974384428e-14j),
(4.43889716650325e-14+9.85620897510010e-15j),
(-4.29829782877533e-14-3.51888712868056e-14j),
(4.59285387499619e-14+4.07927428338089e-14j),
(-4.88498130835069e-14-3.30841985318841e-14j),
(4.60603777341362e-14+3.28977842766004e-14j),
(-3.68836905462189e-14-1.15718858059791e-14j),
(3.92966909013026e-14+1.37302814196245e-14j),
(-4.07803131541318e-14-2.42335556486462e-14j),
(7.01812739867247e-14+2.81755777154692e-14j),
(-9.83327731306910e-14-2.50979225127277e-14j),
(7.82175227907224e-14+6.92019634426986e-14j),
(-2.04676030017190e-13-1.69661942670343e-13j),
(7.74661378626632e-14+8.64818275942429e-14j),
(-8.52651282912120e-14-1.65625630221990e-13j),
(-2.06227190018552e-14+2.37726513479453e-14j),
(5.72406400436206e-15-6.27724054375666e-14j),
(-7.82175227907224e-14-2.58416331843619e-14j),
(1.26754482561095e-13+7.00956506483852e-14j),
(-1.34130120205134e-13-5.27984375925784e-14j),
(8.69655909785383e-14+4.97218165517043e-14j),
(-1.05021893959112e-13-3.88200697000495e-14j),
(1.20372461998031e-13+3.13777495332865e-14j),
(-1.13561937631346e-13-3.15441439554882e-14j),
(1.13326015238613e-13+3.08970282898874e-14j),
(-9.24017806713806e-14-1.58899729408907e-14j),
(6.33867958121925e-14-3.93152298404563e-15j),
(-2.26680653414579e-14+1.11459365573424e-14j),
(-7.10889680455296e-15+1.38102533189341e-14j),
(2.78006513209500e-14-2.18978103785942e-14j),
(-5.84122797331853e-14+1.92517348520397e-14j),
(-6.04299562592583e-15-5.19629713131279e-14j),
(1.26435998172927e-14+6.65584480025326e-14j),
(-2.84217094304040e-14-6.59279496240644e-14j),
(4.41998190435153e-14+8.35978906216583e-14j),
(-5.08004232348822e-14-5.86729345546979e-14j),
(2.99905703027813e-14+6.97423356159069e-14j),
(-2.78006513209500e-14-4.88064188650090e-14j),
(4.26360335925580e-14+3.45295161022166e-14j),
(-2.35172124829486e-14-2.09211266618457e-14j),
(-2.43069453453870e-14+2.20215454799843e-14j),
(2.66765776135713e-14+5.59625415568237e-15j),
(-1.65145674912992e-14-2.28091954892170e-14j),
(1.66117120059539e-14+2.78464767512408e-14j),
(-1.28959343204116e-14-3.30325632539021e-14j),
(1.15732076699793e-14+4.88638266989616e-14j),
(-2.69946825309786e-14-3.72768160234287e-15j),
(2.68659877331046e-15+3.80684518896977e-14j),
(3.57086186791519e-14-5.67373904667423e-14j),
(-1.04624391561361e-14+9.85502378928352e-14j),
(3.60363357264446e-14-6.12305603505616e-14j),
(-3.46142881101996e-14+8.59037044449839e-14j),
(8.52651282912120e-14-8.53112898405194e-14j),
(-2.22291307506084e-14+2.65156083539883e-14j),
(2.08070831343634e-14+1.84582477835483e-14j),
(-1.79592702742679e-14+1.72031311862790e-14j),
(3.53456548968581e-14-1.54832928229375e-14j),
(-2.68659877331046e-15+6.29758785434084e-14j),
(5.67840045817558e-15-4.45984272326881e-14j),
(1.68485017604247e-14+5.87212241383089e-14j),
(-1.46375966902923e-14-5.26845218208906e-14j),
(2.06917816214514e-14+5.93396580638808e-14j),
(-1.05956909912663e-14-4.15382085658119e-14j),
(4.00547650603045e-15+5.03165501912678e-14j),
(9.07260377935870e-16-1.82128750397097e-14j),
(1.76278262820073e-14-2.08303066492014e-14j),
(-2.35834572356874e-14+1.03163553799729e-13j),
(4.11551218451600e-14-1.66456841559142e-13j),
(-7.36830471040773e-14+1.74097572274116e-13j),
(6.77606630406099e-14-2.02052704889736e-13j),
(8.33749141300748e-15+1.37872923602702e-13j),
(-5.68434188608080e-14+1.69171946317165e-14j),
(1.05349346308609e-13-6.92662343333299e-14j),
(-6.77606630406099e-14+1.63028576663802e-13j),
(1.02104756534481e-13-1.82029637766124e-13j),
(-1.26420250136372e-13+1.98990728200605e-13j),
(9.46377308116975e-14-1.16846005786657e-13j),
(-5.31549630700123e-14+6.77042955681988e-14j),
(4.17253037676701e-14-1.70344201752215e-14j),
(-4.57498622319363e-14-2.26860197466621e-14j),
(7.01036451111747e-14+6.01881445066062e-14j),
(-8.83286499497871e-14-6.51264453908553e-14j),
(9.22508597289706e-14+6.87095137719275e-14j),
(-7.98987612182778e-14-7.07353363608313e-14j),
(5.94516840271564e-14+7.00730378387229e-14j),
(-5.19836452529676e-14-7.48511848626108e-14j),
(7.49502863202009e-14+6.82819549748278e-14j),
(-9.88875288891657e-14-7.66390798399247e-14j),
(1.23818143323067e-13+6.11493849810717e-14j),
(-1.88589922601436e-13-7.36112186410411e-14j),
(8.52651282912120e-14+2.12442592449327e-14j),
(-9.56271717026045e-14-4.64641943341878e-14j),
(-1.01313056014506e-14+6.88638997070842e-14j),
(4.20441100283577e-14-1.10326965778755e-13j),
(-4.65285768897969e-14+1.34538432318191e-13j),
(2.35619358225636e-14-9.49740735575874e-14j),
(-1.68191198815504e-14+1.34852779551601e-13j),
(-2.31299354669368e-14-9.33010247354260e-14j),
(6.76212558170519e-14+8.24568875595966e-14j),
(-3.28227028889572e-13-3.77403961160020e-14j),
(2.03836947321179e-12+2.35239193239358e-14j),
(-1.39170897028862e-11-7.17706273198623e-16j),
(9.50012291056623e-11+1.55724103066267e-14j),
(-6.30239749277450e-10-1.56512926299158e-14j),
(4.03274848931323e-09+1.50412155902379e-14j),
(-2.48255813345769e-08+2.44251617342977e-14j),
(1.46778868109244e-07-6.25164299512508e-14j),
(-8.32108679740481e-07+2.21553903858177e-14j),
(4.51534916212514e-06-2.29939423733736e-14j),
(-2.34088543891176e-05+1.82981097267439e-14j),
(0.000115707408240519+1.24858512632348e-14j),
(-0.000544092191847587+4.39089840575694e-15j),
(0.00242809922368365-4.12358164123448e-14j),
(-0.0102564890865298+5.72629451213875e-14j),
(0.0408899332977278+3.99110240319331e-14j),
(-0.153371255628497-6.48449449254437e-15j),
(0.539346514090268+7.23204766967386e-15j),
(-1.77141079789928+4.70006073083006e-14j),
(5.41072620831335-9.86648643625894e-15j),
(-15.2982263186827+5.09703923349539e-14j),
(39.8317354253494-7.05784520719316e-14j),
(-94.9616971693814+2.35611194351378e-13j),
(206.014705471767-3.86395086206477e-13j),
(-403.983755377031+7.13282549596586e-13j),
(710.994399693056-7.75438262650587e-13j),
(-1114.97815507009+1.01654428541176e-12j),
(1547.22801599562-9.46300239065212e-13j),
(-1888.59216306790+6.07385679798978e-13j),